,label,image_name,x1,x2,y1,y2
2579,"[1, 2]",dancing_EE11_2011_frame_58441.jpg,"[182, 87]","[341, 155]","[196, 68]","[298, 169]"
2580,[2],dancing_WP54_frame_56073.jpg,[491],[580],[798],[856]
2581,[3],dancing_KPT_017_2021_02_26_frame_30337.jpg,[913],[994],[366],[604]
2582,"[1, 2]",dancing_DD5_2011_frame_57482.jpg,"[509, 114]","[584, 162]","[274, 133]","[435, 279]"
2583,"[3, 3, 3]",dancing_PMR12_2012_frame_47292.jpg,"[341, 556, 573]","[585, 698, 612]","[316, 287, 150]","[400, 334, 247]"
2584,"[1, 1, 1]",dancing_CON30_2012_frame_50739.jpg,"[-23, 305, 324]","[50, 475, 463]","[265, 191, 223]","[311, 295, 265]"
2585,[1],dancing_WP38_frame_13546.jpg,[942],[1380],[385],[609]
2586,"[3, 3]",dancing_WP54_frame_87332.jpg,"[448, 1817]","[859, 1962]","[510, 198]","[670, 423]"
2587,[1],dancing_Onepoto_20pointKAP20_2020_frame_52717.jpg,[728],[999],[863],[977]
2588,[3],dancing_PMR74_2021_03_01_frame_24450.jpg,[863],[907],[170],[293]
2589,[2],dancing_WP38_frame_87272.jpg,[1184],[1301],[709],[885]
2590,"[1, 1, 1]",dancing_Rangatira_20pointKAP23_2021_frame_24075.jpg,"[23, 278, 319]","[374, 564, 463]","[154, 558, 520]","[490, 883, 928]"
2591,[1],dancing_DD2_2011_frame_30059.jpg,[132],[243],[164],[423]
2592,"[3, 3]",dancing_Green_20canKAP24_2021_frame_44275.jpg,"[159, 163]","[515, 570]","[584, 529]","[678, 727]"
2593,[2],dancing_Onepoto_20pointKAP20_2020_frame_60194.jpg,[261],[432],[753],[800]
2594,[3],dancing_Te_20Oneroa_20BayKAP01_2021_frame_26675.jpg,[421],[733],[86],[431]
2595,"[2, 3, 3]",dancing_WP54_frame_96383.jpg,"[1203, 1020, 1762]","[1453, 1128, 1937]","[102, 610, 260]","[324, 836, 461]"
2596,"[1, 1, 1, 1]",dancing_PMR27_2012_frame_55714.jpg,"[164, 620, 626, 642]","[296, 779, 721, 698]","[235, 320, 390, 337]","[310, 505, 478, 550]"
2597,"[3, 3]",dancing_Green_20canKAP24_2021_frame_45150.jpg,"[244, 260]","[447, 600]","[0, 413]","[123, 772]"
2598,"[1, 2]",dancing_Onepoto_20pointKAP20_2020_frame_61213.jpg,"[762, 195]","[1719, 433]","[1, 637]","[439, 748]"
2599,[3],dancing_Rangatira_20pointKAP23_2021_frame_18825.jpg,[128],[257],[138],[271]
2600,[3],dancing_Rangatira_20pointKAP23_2021_frame_38175.jpg,[394],[582],[559],[949]
2601,"[1, 2]",dancing_WP40_frame_108551.jpg,"[733, 731]","[943, 951]","[908, 910]","[1044, 1057]"
2602,"[1, 2]",dancing_KPT_017_2021_02_26_frame_30812.jpg,"[1227, 401]","[1288, 548]","[412, 786]","[461, 906]"
2603,"[3, 3]",dancing_WP54_frame_86493.jpg,"[985, 1468]","[1201, 1855]","[488, 657]","[852, 875]"
2604,"[1, 1]",dancing_Hole_20in_20the_20wall_20bayKAP16_2021_frame_33875.jpg,"[62, 820]","[1210, 1072]","[38, 36]","[797, 123]"
2605,"[3, 3]",dancing_Green_20canKAP24_2021_frame_43475.jpg,"[383, 389]","[717, 507]","[775, 2]","[948, 103]"
2606,"[3, 3]",dancing_WP40_frame_40969.jpg,"[1084, 1557]","[1227, 1812]","[773, 808]","[859, 964]"
2607,[1],dancing_KPT_017_2021_02_26_frame_29912.jpg,[823],[981],[511],[709]
2608,[3],dancing_PMR74_2021_03_01_frame_25712.jpg,[1],[51],[496],[696]
2609,[3],dancing_WP54_frame_99980.jpg,[896],[1179],[590],[823]
2610,"[3, 3]",dancing_Green_20canKAP24_2021_frame_43650.jpg,"[11, 497]","[187, 1008]","[508, 748]","[665, 958]"
2611,[3],dancing_KPT_017_2021_02_26_frame_45050.jpg,[731],[1043],[452],[712]
2612,"[1, 2]",dancing_KPT_017_2021_02_26_frame_29012.jpg,"[730, 732]","[861, 971]","[13, 441]","[49, 552]"
2613,"[1, 1]",dancing_TUH_035_22_09_2020_frame_60958.jpg,"[1653, 1749]","[2064, 1942]","[474, 464]","[676, 782]"
2614,[1],dancing_Rangatira_20pointKAP23_2021_frame_24350.jpg,[406],[628],[361],[799]
2615,"[2, 3]",dancing_WP40_frame_111158.jpg,"[1011, 1013]","[1413, 1168]","[799, 555]","[1040, 657]"
2616,"[2, 3]",dancing_WP54_frame_106273.jpg,"[1100, 1084]","[1304, 1328]","[594, 570]","[756, 806]"
2617,[3],dancing_Rangatira_20pointKAP23_2021_frame_37550.jpg,[0],[374],[839],[960]
2618,[1],dancing_WP54_frame_69710.jpg,[580],[1354],[353],[866]
2619,[3],dancing_WP40_frame_108491.jpg,[1455],[1686],[899],[1058]
2620,[3],dancing_TUH_035_22_09_2020_frame_65034.jpg,[1304],[1412],[-2],[191]
2621,[2],dancing_WP40_frame_113106.jpg,[1446],[1510],[567],[673]
2622,[3],dancing_Rangatira_20pointKAP23_2021_frame_38075.jpg,[273],[419],[798],[962]
2623,[1],dancing_Onepoto_20pointKAP20_2020_frame_53946.jpg,[406],[553],[813],[1057]
2624,[2],dancing_WP54_frame_88531.jpg,[1024],[1132],[534],[801]
2625,"[1, 1]",dancing_DD5_2011_frame_16153.jpg,"[336, 337]","[430, 443]","[217, 175]","[259, 293]"
2626,[1],dancing_TUH_035_22_09_2020_frame_80858.jpg,[692],[1090],[389],[559]
2627,"[3, 3]",dancing_Rangatira_20pointKAP23_2021_frame_26375.jpg,"[159, 260]","[378, 298]","[749, 769]","[954, 963]"
2628,"[1, 1, 1]",dancing_KPT_017_2021_02_26_frame_30412.jpg,"[29, 244, 985]","[141, 1253, 1353]","[359, 358, 621]","[483, 760, 779]"
2629,"[3, 3]",dancing_WP54_frame_87392.jpg,"[654, 725]","[1032, 987]","[574, 615]","[747, 705]"
2630,"[3, 3]",dancing_WP54_frame_83916.jpg,"[967, 1203]","[1132, 1381]","[601, 575]","[896, 835]"
2631,[3],dancing_WP54_frame_107532.jpg,[1423],[1804],[365],[597]
2632,[3],dancing_TUH_035_22_09_2020_frame_80978.jpg,[1723],[1924],[578],[855]
2633,[2],dancing_WP54_frame_46993.jpg,[1377],[1495],[193],[257]
2634,[3],dancing_WP40_frame_42227.jpg,[848],[886],[802],[947]
2635,"[1, 2]",dancing_Onepoto_20pointKAP20_2020_frame_59835.jpg,"[876, 536]","[1125, 776]","[640, 299]","[906, 410]"
2636,[3],dancing_Rangatira_20pointKAP23_2021_frame_39800.jpg,[13],[502],[58],[402]
2637,"[1, 1, 1]",dancing_KPT_017_2021_02_26_frame_30387.jpg,"[77, 521, 1001]","[1156, 616, 1219]","[363, 510, 609]","[733, 638, 736]"
2638,[3],dancing_Onepoto_20pointKAP20_2020_frame_62022.jpg,[444],[635],[672],[796]
2640,"[1, 1, 1]",dancing_KPT_017_2021_02_26_frame_30837.jpg,"[117, 360, 1061]","[229, 612, 1153]","[847, 282, 818]","[960, 745, 954]"
2641,[1],dancing_Onepoto_20pointKAP20_2020_frame_53496.jpg,[1039],[1369],[308],[917]
2642,"[3, 3]",dancing_Green_20canKAP24_2021_frame_45700.jpg,"[53, 201]","[321, 608]","[315, 430]","[658, 592]"
2643,"[1, 1]",dancing_Rangatira_20pointKAP23_2021_frame_31900.jpg,"[16, 311]","[248, 593]","[190, 662]","[261, 965]"
2644,[1],dancing_EE16_2011_frame_42707.jpg,[3],[118],[287],[361]
2645,"[3, 3]",dancing_Green_20canKAP24_2021_frame_26137.jpg,"[-43, 6]","[209, 120]","[304, 302]","[442, 463]"
2646,[3],dancing_WP54_frame_88111.jpg,[966],[1237],[697],[919]
2647,"[1, 1]",dancing_TUH_035_22_09_2020_frame_61318.jpg,"[808, 1700]","[1517, 1914]","[441, 499]","[772, 728]"
2648,"[3, 3, 3, 3]",dancing_Green_20canKAP24_2021_frame_38925.jpg,"[502, 647, 730, 765]","[931, 680, 923, 865]","[100, 134, 326, 168]","[795, 489, 414, 499]"
2649,"[1, 1]",dancing_PMR12_2012_frame_27872.jpg,"[222, 496]","[294, 545]","[12, 294]","[153, 382]"
2650,[1],dancing_TUH_035_22_09_2020_frame_66293.jpg,[401],[801],[736],[912]
2651,"[1, 2]",dancing_PMR74_2021_03_01_frame_18737.jpg,"[750, 758]","[886, 937]","[405, 426]","[479, 493]"
2652,"[1, 1, 1]",dancing_Hole_20in_20the_20wall_20bayKAP16_2021_frame_1875.jpg,"[860, 874, 1075]","[1053, 1022, 1312]","[736, 801, 14]","[907, 876, 95]"
2653,"[1, 1, 1]",dancing_Rangatira_20pointKAP23_2021_frame_39175.jpg,"[63, 132, 1172]","[620, 584, 1387]","[507, 550, 262]","[790, 694, 616]"
2654,"[1, 1, 1]",dancing_Rangatira_20pointKAP23_2021_frame_37650.jpg,"[189, 223, 344]","[566, 490, 572]","[671, -8, 772]","[1150, 101, 939]"
2655,"[1, 1]",dancing_Onepoto_20pointKAP20_2020_frame_53826.jpg,"[363, 633]","[1786, 924]","[310, 715]","[514, 1060]"
2656,[1],dancing_Onepoto_20pointKAP20_2020_frame_53916.jpg,[547],[852],[552],[979]
2657,"[1, 1]",dancing_Rangatira_20pointKAP23_2021_frame_37625.jpg,"[272, 776]","[495, 1147]","[18, 450]","[125, 671]"
2658,[3],dancing_PMR74_2021_03_01_frame_13050.jpg,[692],[832],[218],[367]
2659,[1],dancing_Onepoto_20pointKAP20_2020_frame_53166.jpg,[1520],[1676],[518],[567]
2660,"[3, 3]",dancing_WP54_frame_84515.jpg,"[661, 1031]","[1107, 1287]","[699, 62]","[871, 515]"
2661,"[3, 3]",dancing_WP54_frame_97762.jpg,"[998, 1048]","[1341, 1231]","[667, 653]","[894, 863]"
2662,[3],dancing_WP40_frame_42767.jpg,[1011],[1125],[521],[611]
2663,[1],dancing_Onepoto_20pointKAP20_2020_frame_54755.jpg,[761],[1084],[576],[659]
2664,[3],dancing_Green_20canKAP24_2021_frame_45825.jpg,[209],[624],[611],[744]
2665,[1],dancing_KPT_017_2021_02_26_frame_28525.jpg,[734],[1038],[392],[487]
2666,[2],dancing_WP40_frame_26553.jpg,[1435],[1473],[1030],[1092]
2667,"[1, 1, 1]",dancing_Onepoto_20pointKAP20_2020_frame_62562.jpg,"[-74, 1146, 1147]","[326, 1592, 1732]","[358, 287, 12]","[566, 577, 543]"
2668,[1],dancing_TUH_035_22_09_2020_frame_80439.jpg,[768],[1082],[361],[534]
2669,"[1, 2]",dancing_Onepoto_20pointKAP20_2020_frame_61933.jpg,"[205, 214]","[495, 390]","[246, 736]","[671, 799]"
2670,"[1, 1]",dancing_Rangatira_20pointKAP23_2021_frame_20000.jpg,"[362, 822]","[559, 1196]","[431, 375]","[766, 547]"
2672,"[3, 3]",dancing_WP40_frame_111908.jpg,"[920, 1432]","[1162, 1759]","[455, 743]","[537, 1078]"
2673,[1],dancing_Onepoto_20pointKAP20_2020_frame_61153.jpg,[337],[442],[895],[949]
2674,[1],dancing_KPT_017_2021_02_26_frame_40775.jpg,[527],[911],[217],[337]
2675,"[3, 3]",dancing_WP54_frame_100219.jpg,"[-49, 667]","[176, 1180]","[341, 342]","[533, 529]"
2676,"[1, 1, 2]",dancing_WP38_frame_58441.jpg,"[844, 1383, 873]","[1181, 1501, 1390]","[772, 633, 644]","[940, 703, 886]"
2677,[2],dancing_KPT_017_2021_02_26_frame_21500.jpg,[516],[672],[564],[733]
2678,"[2, 2]",dancing_WP40_frame_41148.jpg,"[1216, 1235]","[1339, 1361]","[727, 936]","[842, 1046]"
2679,"[1, 1]",dancing_KPT_017_2021_02_26_frame_30537.jpg,"[-72, 449]","[226, 602]","[678, 516]","[928, 567]"
2680,"[3, 3]",dancing_Green_20canKAP24_2021_frame_26450.jpg,"[30, 415]","[297, 505]","[347, 566]","[567, 911]"
2681,"[3, 3]",dancing_WP54_frame_100039.jpg,"[541, 801]","[908, 1048]","[-19, 388]","[268, 822]"
2682,"[1, 1, 1]",dancing_Rangatira_20pointKAP23_2021_frame_18725.jpg,"[343, 484, 750]","[1102, 613, 1000]","[560, 551, 649]","[953, 831, 966]"
2683,"[1, 2]",dancing_WP40_frame_108911.jpg,"[1509, 913]","[1804, 1150]","[730, 598]","[1011, 983]"
2684,"[1, 1, 2]",dancing_KPT_017_2021_02_26_frame_29062.jpg,"[379, 828, 380]","[475, 1006, 1174]","[813, 587, 184]","[896, 687, 969]"
2685,"[1, 1]",dancing_KPT_017_2021_02_26_frame_30612.jpg,"[205, 1097]","[375, 1258]","[102, 369]","[157, 483]"
2686,"[3, 3, 3]",dancing_Green_20canKAP24_2021_frame_44800.jpg,"[12, 40, 47]","[596, 292, 291]","[350, 419, 355]","[630, 530, 600]"
2687,[3],dancing_Green_20canKAP24_2021_frame_44125.jpg,[31],[382],[290],[492]
2688,"[1, 1]",dancing_WP40_frame_38391.jpg,"[1119, 1686]","[1244, 1767]","[774, 518]","[874, 584]"
2689,[1],dancing_TUH_035_22_09_2020_frame_60778.jpg,[1588],[1920],[426],[745]
2690,[1],dancing_TUH_035_22_09_2020_frame_78041.jpg,[277],[435],[7],[120]
2691,[3],dancing_Green_20canKAP24_2021_frame_43800.jpg,[133],[551],[735],[978]
2692,[3],dancing_WP40_frame_112087.jpg,[329],[445],[616],[731]
2693,"[1, 1, 1, 2]",dancing_WP40_frame_40609.jpg,"[1540, 1692, 1726, 597]","[1776, 1869, 1861, 823]","[954, 367, 390, 775]","[1068, 457, 438, 868]"
2694,[1],dancing_Rangatira_20pointKAP23_2021_frame_19925.jpg,[285],[504],[806],[953]
2695,"[1, 1, 1, 1]",dancing_Hole_20in_20the_20wall_20bayKAP16_2021_frame_6925.jpg,"[398, 782, 800, 868]","[497, 856, 836, 1264]","[74, 699, 186, 476]","[161, 768, 449, 857]"
2696,[2],dancing_WP38_frame_91348.jpg,[1753],[1918],[796],[1003]
2698,"[1, 1]",dancing_Rangatira_20pointKAP23_2021_frame_37375.jpg,"[194, 249]","[542, 475]","[-48, -6]","[94, 109]"
2699,"[3, 3, 3, 3]",dancing_PMR12_2012_frame_35064.jpg,"[102, 269, 473, 566]","[205, 392, 552, 675]","[30, 84, 246, 268]","[230, 144, 456, 448]"
2700,"[3, 3]",dancing_Green_20canKAP24_2021_frame_43850.jpg,"[-15, 573]","[212, 937]","[278, 870]","[468, 957]"
2701,[1],dancing_TUH_035_22_09_2020_frame_77382.jpg,[1623],[1885],[756],[1069]
2702,"[1, 1, 1]",dancing_KPT_017_2021_02_26_frame_30287.jpg,"[-1, 411, 485]","[174, 521, 572]","[595, 503, 612]","[666, 584, 775]"
2704,"[3, 3]",dancing_WP54_frame_88591.jpg,"[983, 1076]","[1284, 1210]","[497, 501]","[892, 866]"
2705,[3],dancing_Green_20canKAP24_2021_frame_26162.jpg,[12],[131],[388],[700]
2706,[3],dancing_WP54_frame_88411.jpg,[831],[1026],[480],[868]
2707,"[1, 1, 1]",dancing_Rangatira_20pointKAP23_2021_frame_38000.jpg,"[232, 319, 1018]","[463, 521, 1171]","[-3, 800, -22]","[100, 939, 193]"
2708,[1],dancing_Onepoto_20pointKAP20_2020_frame_52927.jpg,[693],[999],[242],[472]
2709,"[1, 1, 2]",dancing_DD5_2011_frame_52207.jpg,"[179, 365, 182]","[353, 424, 350]","[24, 66, 27]","[126, 199, 136]"
2710,[3],dancing_Hole_20in_20the_20wall_20bayKAP16_2021_frame_19400.jpg,[474],[723],[532],[807]
2711,[1],dancing_PMR25_2012_frame_28381.jpg,[0],[95],[358],[445]
2712,[3],dancing_Green_20canKAP24_2021_frame_45025.jpg,[770],[972],[467],[786]
2713,"[1, 2]",dancing_KPT_017_2021_02_26_frame_35400.jpg,"[1010, 167]","[1202, 252]","[701, 816]","[777, 966]"
2714,[3],dancing_WP40_frame_43666.jpg,[1164],[1336],[714],[802]
2715,"[1, 1, 1, 1]",dancing_KPT_017_2021_02_26_frame_30012.jpg,"[59, 632, 918, 959]","[194, 801, 1238, 1191]","[17, 243, 379, 404]","[105, 380, 481, 498]"
2716,[1],dancing_WP40_frame_110109.jpg,[623],[953],[863],[1088]
2717,[3],dancing_DD12_2011_frame_58621.jpg,[419],[534],[215],[400]
2718,"[3, 3]",dancing_Green_20canKAP24_2021_frame_24425.jpg,"[77, 369]","[463, 532]","[797, 356]","[945, 564]"
2719,"[3, 3]",dancing_Green_20canKAP24_2021_frame_35962.jpg,"[163, 335]","[540, 440]","[476, 0]","[613, 45]"
2720,"[3, 3]",dancing_WP54_frame_97342.jpg,"[1048, 1199]","[1665, 1363]","[496, 467]","[927, 814]"
2721,"[3, 3]",dancing_Green_20canKAP24_2021_frame_44325.jpg,"[218, 274]","[552, 402]","[563, 29]","[686, 420]"
2722,[1],dancing_TUH_035_22_09_2020_frame_79839.jpg,[721],[1877],[383],[475]
2723,[2],dancing_WP38_frame_25954.jpg,[1134],[1659],[348],[979]
2724,"[2, 3, 3]",dancing_WP54_frame_83136.jpg,"[1159, 1722, 1775]","[1300, 1957, 2047]","[927, 449, 386]","[1002, 863, 950]"
2725,"[1, 1, 2]",dancing_DD2_2011_frame_35574.jpg,"[339, 529, 526]","[457, 664, 643]","[375, 124, 122]","[468, 347, 382]"
2726,"[1, 1]",dancing_KPT_017_2021_02_26_frame_28612.jpg,"[94, 930]","[135, 1108]","[484, 0]","[670, 97]"
2727,"[1, 1]",dancing_Rangatira_20pointKAP23_2021_frame_39450.jpg,"[335, 764]","[589, 1149]","[1, 367]","[72, 631]"
2728,[1],dancing_TUH_035_22_09_2020_frame_81458.jpg,[163],[453],[204],[564]
2729,[3],dancing_WP54_frame_54845.jpg,[1552],[1836],[660],[1000]
2730,"[3, 3]",dancing_Green_20canKAP24_2021_frame_44400.jpg,"[270, 294]","[590, 616]","[554, 587]","[641, 685]"
2731,"[3, 3]",dancing_WP54_frame_78941.jpg,"[886, 1013]","[1117, 1165]","[540, 555]","[844, 792]"
2732,"[3, 3]",dancing_Green_20canKAP24_2021_frame_40725.jpg,"[106, 161]","[370, 774]","[143, 280]","[306, 623]"
2733,"[3, 3, 3]",dancing_PMR13_2012_frame_22987.jpg,"[64, 114, 433]","[117, 171, 514]","[28, 286, 124]","[178, 388, 359]"
2734,[3],dancing_WP54_frame_78881.jpg,[774],[1107],[574],[766]
2735,[2],dancing_WP38_frame_39560.jpg,[1605],[1692],[389],[462]
2736,"[3, 3]",dancing_Rangatira_20pointKAP23_2021_frame_20325.jpg,"[270, 320]","[600, 588]","[819, 868]","[966, 958]"
2737,[1],dancing_Hole_20in_20the_20wall_20bayKAP16_2021_frame_40375.jpg,[386],[1138],[71],[879]
2738,"[1, 1, 1, 2, 2]",dancing_WP40_frame_110289.jpg,"[459, 904, 1318, 553, 954]","[896, 1142, 1419, 823, 1035]","[789, 759, 997, 785, 777]","[999, 980, 1138, 997, 932]"
2739,"[1, 1]",dancing_Onepoto_20pointKAP20_2020_frame_54845.jpg,"[329, 1130]","[983, 1499]","[9, 142]","[166, 537]"
2740,"[2, 2, 2, 3]",dancing_WP40_frame_109090.jpg,"[1212, 1449, 1524, 1237]","[1307, 1704, 1566, 1315]","[986, 852, 946, 988]","[1105, 1052, 1041, 1116]"
2741,"[2, 3]",dancing_WP38_frame_84875.jpg,"[1780, 1474]","[1915, 1530]","[243, 516]","[304, 672]"
2742,"[3, 3]",dancing_WP54_frame_86013.jpg,"[892, 1762]","[1330, 1931]","[466, 264]","[937, 536]"
2743,"[3, 3]",dancing_WP40_frame_109750.jpg,"[591, 1144]","[966, 1418]","[834, 875]","[963, 1050]"
2744,[3],dancing_WP54_frame_95364.jpg,[1269],[1533],[466],[788]
2745,[1],dancing_TUH_035_22_09_2020_frame_83256.jpg,[37],[344],[842],[1008]
2746,"[1, 1, 1, 1, 2]",dancing_KPT_017_2021_02_26_frame_36800.jpg,"[378, 434, 747, 979, 314]","[878, 595, 1131, 1198, 542]","[734, 444, 470, 171, 657]","[991, 642, 603, 277, 869]"
2747,"[1, 1, 1]",dancing_Te_20Oneroa_20BayKAP01_2021_frame_34975.jpg,"[16, 732, 764]","[1296, 1248, 963]","[88, 173, 859]","[946, 572, 972]"
2748,[3],dancing_WP54_frame_94945.jpg,[781],[1016],[628],[935]
2749,"[3, 3, 3]",dancing_Green_20canKAP24_2021_frame_22175.jpg,"[0, 319, 376]","[222, 660, 608]","[717, 462, 515]","[845, 637, 609]"
2750,"[1, 1, 1]",dancing_Te_20Oneroa_20BayKAP01_2021_frame_26700.jpg,"[307, 771, 1186]","[556, 935, 1271]","[2, 259, 397]","[239, 486, 751]"
2751,[1],dancing_TUH_035_22_09_2020_frame_64555.jpg,[1421],[1516],[248],[498]
2752,"[3, 3, 3]",dancing_Green_20canKAP24_2021_frame_38037.jpg,"[312, 433, 972]","[646, 618, 1228]","[306, 321, 5]","[494, 463, 222]"
2753,"[1, 1, 1]",dancing_Rangatira_20pointKAP23_2021_frame_38425.jpg,"[290, 792, 1057]","[554, 1012, 1273]","[-56, -9, 296]","[83, 246, 708]"
2754,"[1, 1]",dancing_Rangatira_20pointKAP23_2021_frame_38300.jpg,"[255, 306]","[498, 479]","[18, 603]","[85, 795]"
2755,"[1, 1]",dancing_WP40_frame_110049.jpg,"[909, 1292]","[1188, 1537]","[871, 623]","[1015, 832]"
2756,"[1, 1]",dancing_Rangatira_20pointKAP23_2021_frame_38825.jpg,"[447, 1137]","[1052, 1282]","[548, 322]","[856, 483]"
2757,"[1, 1, 2, 2]",dancing_KPT_017_2021_02_26_frame_28587.jpg,"[53, 536, 613, 919]","[1286, 776, 668, 1039]","[116, 215, 724, 195]","[921, 428, 891, 333]"
2758,"[1, 1]",dancing_Rangatira_20pointKAP23_2021_frame_37950.jpg,"[2, 211]","[242, 486]","[648, -10]","[789, 98]"
2759,[3],dancing_WP40_frame_40729.jpg,[600],[760],[374],[439]
2760,"[1, 1]",dancing_KPT_017_2021_02_26_frame_31012.jpg,"[696, 845]","[843, 1065]","[909, 442]","[959, 551]"
2761,"[3, 3, 3]",dancing_WP54_frame_75224.jpg,"[852, 856, 890]","[980, 967, 991]","[560, 609, 573]","[921, 765, 768]"
2762,"[3, 3]",dancing_WP38_frame_93746.jpg,"[1166, 1177]","[1401, 1474]","[264, 217]","[405, 376]"
2763,[1],dancing_Onepoto_20pointKAP20_2020_frame_61693.jpg,[231],[771],[326],[862]
2764,[1],dancing_DD6_2011_frame_40759.jpg,[459],[679],[144],[409]
2765,"[2, 2, 3]",dancing_WP38_frame_102797.jpg,"[1436, 1470, 1398]","[1673, 1647, 1513]","[635, 676, 262]","[956, 874, 398]"
2766,"[2, 3, 3]",dancing_WP54_frame_63416.jpg,"[1039, 1797, 1802]","[1483, 1934, 2020]","[688, 645, 569]","[975, 842, 833]"
2767,[1],dancing_TUH_035_22_09_2020_frame_80798.jpg,[111],[284],[865],[1024]
2768,"[2, 3]",dancing_WP40_frame_38571.jpg,"[1390, 1382]","[1549, 1560]","[935, 950]","[1092, 1088]"
2769,[3],dancing_WP38_frame_108851.jpg,[1660],[1903],[712],[773]
2770,"[1, 1, 1, 1, 2]",dancing_Hole_20in_20the_20wall_20bayKAP16_2021_frame_40400.jpg,"[96, 343, 668, 885, 879]","[184, 643, 744, 1095, 979]","[348, 370, 147, 0, 765]","[576, 575, 249, 206, 923]"
2771,"[3, 3]",dancing_Green_20canKAP24_2021_frame_45175.jpg,"[-10, 4]","[246, 212]","[443, 498]","[590, 567]"
2772,[3],dancing_Green_20canKAP24_2021_frame_45125.jpg,[0],[136],[658],[982]
2773,"[3, 3, 3]",dancing_Green_20canKAP24_2021_frame_43925.jpg,"[90, 561, 907]","[364, 894, 1186]","[66, 525, 367]","[231, 695, 726]"
2774,[3],dancing_WP38_frame_83016.jpg,[1297],[1392],[339],[446]
2775,[1],dancing_TUH_035_22_09_2020_frame_78880.jpg,[1167],[1422],[658],[767]
2776,[1],dancing_KPT_017_2021_02_26_frame_43387.jpg,[732],[1100],[108],[644]
2777,[1],dancing_DD5_2011_frame_37492.jpg,[541],[560],[398],[449]
2778,"[1, 1, 1]",dancing_Hole_20in_20the_20wall_20bayKAP16_2021_frame_24850.jpg,"[472, 494, 1131]","[785, 1190, 1292]","[278, 59, 203]","[378, 662, 495]"
2779,"[1, 1, 1, 1, 2]",dancing_Te_20Oneroa_20BayKAP01_2021_frame_21725.jpg,"[86, 119, 395, 750, 133]","[1254, 315, 1054, 1029, 224]","[13, 366, 230, 252, 858]","[936, 693, 919, 657, 942]"
2780,[1],dancing_WP40_frame_62637.jpg,[1194],[1263],[381],[415]
2781,[2],dancing_WP54_frame_26073.jpg,[1769],[1847],[834],[864]
2782,[1],dancing_Onepoto_20pointKAP20_2020_frame_62202.jpg,[289],[591],[659],[879]
2783,"[3, 3]",dancing_WP54_frame_86793.jpg,"[474, 1118]","[804, 1398]","[392, 852]","[636, 1077]"
2784,"[1, 2]",dancing_Onepoto_20pointKAP20_2020_frame_55414.jpg,"[598, 487]","[1000, 631]","[0, 617]","[170, 685]"
2785,"[2, 2]",dancing_WP40_frame_43546.jpg,"[1124, 1139]","[1222, 1287]","[450, 727]","[481, 883]"
2786,[1],dancing_WP40_frame_62517.jpg,[1068],[1248],[825],[982]
2787,"[3, 3]",dancing_WP54_frame_76183.jpg,"[1291, 1754]","[1787, 1922]","[565, 729]","[761, 992]"
2788,"[2, 2]",dancing_WP40_frame_109270.jpg,"[978, 1202]","[1122, 1396]","[461, 718]","[603, 832]"
2789,[3],dancing_WP40_frame_112747.jpg,[972],[1154],[728],[954]
2790,[2],dancing_WP40_frame_111488.jpg,[804],[961],[767],[865]
2791,"[1, 1]",dancing_WP40_frame_110349.jpg,"[256, 587]","[359, 979]","[817, 781]","[996, 977]"
2792,[2],dancing_Rangatira_20pointKAP23_2021_frame_26825.jpg,[1149],[1244],[437],[608]
2793,[3],dancing_Green_20canKAP24_2021_frame_45550.jpg,[53],[340],[245],[512]
2794,[1],dancing_Onepoto_20pointKAP20_2020_frame_62442.jpg,[222],[459],[667],[808]
2795,"[2, 2, 3]",dancing_WP40_frame_109390.jpg,"[1203, 1526, 1154]","[1319, 1763, 1310]","[758, 715, 987]","[879, 863, 1100]"
2796,[3],dancing_Green_20canKAP24_2021_frame_47237.jpg,[-5],[147],[865],[954]
2797,"[1, 1]",dancing_Onepoto_20pointKAP20_2020_frame_55204.jpg,"[349, 717]","[999, 1092]","[3, 306]","[181, 649]"
2798,[2],dancing_WP40_frame_38511.jpg,[1165],[1222],[999],[1076]
2799,"[1, 1, 2]",dancing_WP38_frame_11748.jpg,"[445, 1023, 696]","[1068, 1360, 801]","[-36, 427, 426]","[616, 509, 449]"
2800,[1],dancing_Onepoto_20pointKAP20_2020_frame_61723.jpg,[271],[856],[633],[1018]
2801,"[1, 2]",dancing_DD2_2011_frame_43426.jpg,"[634, 643]","[726, 733]","[9, 12]","[292, 302]"
2802,"[1, 1, 1, 1]",dancing_CON28_2012_frame_55834.jpg,"[-72, 248, 281, 582]","[27, 327, 348, 655]","[-147, 286, 225, 345]","[120, 451, 358, 471]"
2803,"[1, 1]",dancing_Onepoto_20pointKAP20_2020_frame_54245.jpg,"[746, 817]","[1035, 1054]","[470, 505]","[717, 642]"
2804,[3],dancing_WP38_frame_84815.jpg,[1585],[1642],[608],[785]
2805,"[3, 3]",dancing_WP54_frame_87572.jpg,"[958, 1812]","[1168, 1936]","[538, 775]","[819, 885]"
2806,"[1, 2, 2]",dancing_KPT_017_2021_02_26_frame_29212.jpg,"[794, 414, 520]","[1081, 580, 612]","[505, 350, 593]","[638, 785, 760]"
2807,[3],dancing_WP54_frame_72227.jpg,[1291],[1584],[244],[565]
