label,image_name,x1,x2,y1,y2
"[3, 3]",Green_20canKAP24_2021_frame_38975.jpg,"[598, 752]","[774, 1132]","[437, 71]","[608, 369]"
[3],WP38_frame_90269.jpg,[810],[1291],[620],[1081]
[3],WP54_frame_69770.jpg,[861],[1219],[640],[736]
[1],TUH_035_22_09_2020_frame_64615.jpg,[1335],[1770],[250],[685]
"[1, 1]",Green_20canKAP24_2021_frame_47125.jpg,"[495, 735]","[650, 1016]","[-2, 406]","[135, 597]"
[1],Rangatira_20pointKAP23_2021_frame_21125.jpg,[250],[633],[454],[616]
[2],WP38_frame_11628.jpg,[969],[1077],[363],[413]
"[3, 3]",Rangatira_20pointKAP23_2021_frame_39000.jpg,"[2, 692]","[278, 1068]","[640, 885]","[958, 903]"
[1],TUH_035_22_09_2020_frame_65214.jpg,[1479],[1722],[405],[575]
"[2, 3]",WP54_frame_95604.jpg,"[1423, 973]","[1475, 1369]","[647, 521]","[694, 781]"
"[3, 3]",Green_20canKAP24_2021_frame_18475.jpg,"[3, 53]","[200, 156]","[536, 523]","[840, 788]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_39400.jpg,"[230, 345, 377]","[542, 446, 609]","[1, -70, 117]","[227, 282, 253]"
[3],Rangatira_20pointKAP23_2021_frame_20400.jpg,[529],[630],[787],[987]
"[3, 3]",WP54_frame_98301.jpg,"[1272, 1578]","[1403, 1920]","[510, 278]","[795, 481]"
"[2, 3]",WP40_frame_38631.jpg,"[1331, 1135]","[1464, 1243]","[885, 727]","[937, 813]"
[3],WP54_frame_96623.jpg,[1054],[1326],[967],[1078]
[1],TUH_035_22_09_2020_frame_61138.jpg,[1837],[1906],[556],[655]
"[1, 2]",WP40_frame_71328.jpg,"[1473, 501]","[1623, 962]","[509, 344]","[582, 532]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19675.jpg,"[246, 298, 634]","[391, 375, 930]","[830, 781, 224]","[969, 990, 449]"
"[1, 1]",CON30_2012_frame_22087.jpg,"[311, 333]","[473, 453]","[193, 213]","[296, 265]"
"[3, 3]",WP54_frame_96923.jpg,"[1272, 1705]","[1537, 1971]","[898, 250]","[1112, 419]"
"[3, 3]",Te_20Oneroa_20BayKAP01_2021_frame_38012.jpg,"[637, 971]","[863, 1038]","[563, 458]","[657, 627]"
[3],WP54_frame_79960.jpg,[1171],[1538],[733],[1083]
[3],EE11_2011_frame_44595.jpg,[312],[375],[118],[147]
"[2, 3]",WP40_frame_44085.jpg,"[1194, 1204]","[1328, 1330]","[882, 885]","[1032, 1045]"
"[1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_24875.jpg,"[236, 771, 1011]","[548, 935, 1310]","[111, 264, 365]","[326, 443, 620]"
"[1, 1, 1, 1]",PMR27_2012_frame_29160.jpg,"[528, 570, 570, 592]","[645, 678, 653, 644]","[331, -48, 0, 28]","[392, 91, 102, 86]"
"[3, 3, 3]",PMR13_2012_frame_35904.jpg,"[17, 20, 395]","[131, 162, 583]","[256, 233, 4]","[290, 337, 59]"
"[1, 2]",PMR74_2021_03_01_frame_38787.jpg,"[750, 727]","[860, 870]","[283, 270]","[438, 453]"
"[2, 3]",WP40_frame_62337.jpg,"[1025, 1001]","[1131, 1137]","[781, 773]","[984, 946]"
[2],WP54_frame_22417.jpg,[1112],[1268],[886],[939]
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_39500.jpg,"[449, 756, 780]","[667, 1139, 1120]","[-5, 322, 414]","[323, 580, 495]"
[3],Green_20canKAP24_2021_frame_44225.jpg,[204],[596],[54],[247]
"[1, 1]",KPT_017_2021_02_26_frame_24062.jpg,"[352, 419]","[502, 771]","[863, 213]","[938, 345]"
[3],Rangatira_20pointKAP23_2021_frame_53600.jpg,[558],[979],[851],[956]
[3],Rangatira_20pointKAP23_2021_frame_19875.jpg,[-3],[171],[818],[969]
[1],KPT_017_2021_02_26_frame_29037.jpg,[427],[657],[283],[381]
"[1, 1]",KPT_017_2021_02_26_frame_29537.jpg,"[448, 921]","[670, 1060]","[153, 25]","[371, 241]"
[3],Te_20Oneroa_20BayKAP01_2021_frame_34225.jpg,[1149],[1270],[135],[432]
"[1, 1, 1, 1, 1, 2, 2, 2]",PMR25_2012_frame_37462.jpg,"[-13, 2, 121, 284, 375, 32, 128, 162]","[51, 33, 242, 538, 522, 752, 210, 296]","[203, 205, 123, 4, 13, 71, 112, 415]","[244, 233, 171, 106, 86, 493, 178, 469]"
"[1, 1, 1, 1, 2]",PMR74_2021_03_01_frame_4575.jpg,"[385, 411, 588, 618, 400]","[452, 455, 778, 761, 455]","[185, 160, 190, 247, 155]","[237, 261, 328, 295, 266]"
[3],WP54_frame_99920.jpg,[946],[1285],[625],[845]
"[1, 1, 1]",WP40_frame_19540.jpg,"[737, 998, 1045]","[1211, 1185, 1129]","[547, 510, 520]","[785, 594, 569]"
[3],WP54_frame_84935.jpg,[1339],[1768],[334],[513]
"[2, 3]",WP54_frame_72707.jpg,"[1034, 973]","[1442, 1354]","[574, 542]","[707, 781]"
"[1, 1, 1]",WP38_frame_100159.jpg,"[675, 698, 1069]","[1470, 897, 1342]","[603, 44, 648]","[1041, 84, 838]"
[3],WP54_frame_87452.jpg,[813],[1075],[551],[813]
[3],TUH_035_22_09_2020_frame_61198.jpg,[1792],[1922],[506],[670]
[2],WP40_frame_35424.jpg,[984],[1152],[771],[910]
[3],WP54_frame_87692.jpg,[948],[1098],[516],[949]
[3],WP54_frame_77082.jpg,[751],[1104],[600],[867]
[1],WP38_frame_84275.jpg,[1078],[1199],[289],[428]
[3],Green_20canKAP24_2021_frame_22000.jpg,[834],[1104],[434],[675]
"[1, 1]",WP54_frame_96743.jpg,"[594, 1824]","[679, 1919]","[439, 337]","[540, 618]"
[3],WP54_frame_87152.jpg,[688],[1120],[547],[778]
"[3, 3]",WP54_frame_85234.jpg,"[823, 893]","[993, 981]","[454, 538]","[855, 832]"
"[3, 3, 3]",WP54_frame_99680.jpg,"[678, 1048, 1065]","[881, 1183, 1310]","[275, 534, 566]","[655, 785, 876]"
[1],TUH_035_22_09_2020_frame_64974.jpg,[331],[542],[409],[787]
[1],Onepoto_20pointKAP20_2020_frame_53766.jpg,[544],[710],[934],[1054]
[3],WP54_frame_106333.jpg,[1132],[1336],[497],[920]
"[1, 2]",DD2_2011_frame_59160.jpg,"[100, 79]","[263, 271]","[-7, -12]","[192, 192]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_20375.jpg,"[508, 556, 817]","[717, 610, 1217]","[786, 790, 421]","[988, 952, 637]"
[2],WP40_frame_108851.jpg,[1383],[1520],[886],[1075]
[3],Green_20canKAP24_2021_frame_44075.jpg,[402],[849],[424],[628]
"[1, 1]",Rangatira_20pointKAP23_2021_frame_18800.jpg,"[903, 910]","[1095, 1166]","[797, 824]","[962, 1026]"
"[2, 2, 2, 2]",KPT_017_2021_02_26_frame_10300.jpg,"[109, 300, 452, 456]","[271, 441, 800, 576]","[654, 320, 540, 380]","[853, 371, 890, 529]"
[3],WP40_frame_108731.jpg,[1592],[1695],[660],[914]
"[1, 1, 1]",Onepoto_20pointKAP20_2020_frame_59745.jpg,"[1055, 1413, 1788]","[1325, 2426, 1956]","[308, 420, 272]","[990, 1311, 591]"
[1],Onepoto_20pointKAP20_2020_frame_61753.jpg,[535],[1348],[114],[735]
"[2, 3]",WP40_frame_108431.jpg,"[1120, 399]","[1324, 613]","[646, 250]","[814, 348]"
[1],KPT_017_2021_02_26_frame_29962.jpg,[454],[735],[272],[533]
"[3, 3]",WP54_frame_63536.jpg,"[681, 1745]","[989, 1926]","[783, 683]","[1047, 818]"
[1],WP40_frame_111188.jpg,[987],[1287],[611],[744]
[3],WP38_frame_91408.jpg,[1423],[1588],[751],[777]
"[3, 3]",Green_20canKAP24_2021_frame_45100.jpg,"[129, 361]","[424, 556]","[0, 502]","[296, 795]"
[2],Onepoto_20pointKAP20_2020_frame_62232.jpg,[1268],[1534],[412],[684]
[3],WP40_frame_110829.jpg,[1152],[1276],[445],[598]
"[1, 1, 1]",KPT_017_2021_02_26_frame_29187.jpg,"[111, 659, 1162]","[239, 734, 1326]","[518, 884, 327]","[669, 977, 461]"
"[3, 3]",Green_20canKAP24_2021_frame_44100.jpg,"[31, 204]","[318, 410]","[230, 552]","[458, 902]"
"[1, 1]",WP40_frame_40549.jpg,"[504, 1666]","[597, 1830]","[497, 963]","[612, 1084]"
"[1, 1]",KPT_017_2021_02_26_frame_10275.jpg,"[48, 891]","[133, 1024]","[758, 612]","[960, 871]"
[3],WP40_frame_85024.jpg,[1305],[1527],[895],[953]
[1],Rangatira_20pointKAP23_2021_frame_38875.jpg,[216],[548],[5],[225]
[1],Onepoto_20pointKAP20_2020_frame_54125.jpg,[570],[812],[717],[1074]
"[3, 3, 3, 3]",WP54_frame_99800.jpg,"[-1, 414, 573, 1110]","[1132, 495, 1077, 1318]","[190, 228, 179, 635]","[388, 361, 480, 857]"
"[1, 1, 2]",Onepoto_20pointKAP20_2020_frame_52627.jpg,"[69, 1459, 736]","[273, 1576, 883]","[873, 448, 728]","[1083, 662, 823]"
[2],KPT_017_2021_02_26_frame_35375.jpg,[429],[602],[541],[641]
[1],WP40_frame_112027.jpg,[186],[557],[871],[1094]
"[1, 1]",Rangatira_20pointKAP23_2021_frame_20925.jpg,"[254, 338]","[621, 517]","[511, 473]","[807, 837]"
[1],KPT_017_2021_02_26_frame_29262.jpg,[380],[505],[461],[615]
[3],WP54_frame_97282.jpg,[1411],[1679],[801],[1007]
"[3, 3]",Green_20canKAP24_2021_frame_45050.jpg,"[34, 580]","[474, 991]","[312, 627]","[435, 751]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_26775.jpg,"[198, 238, 1077]","[422, 350, 1157]","[755, 809, 798]","[944, 981, 974]"
"[1, 1]",Rangatira_20pointKAP23_2021_frame_19750.jpg,"[243, 924]","[395, 1043]","[808, 228]","[969, 547]"
[1],DD12_2011_frame_36923.jpg,[46],[156],[14],[136]
"[3, 3]",PMR74_2021_03_01_frame_39350.jpg,"[325, 853]","[374, 944]","[-5, 311]","[19, 465]"
"[1, 2]",WP40_frame_112267.jpg,"[1102, 306]","[1256, 502]","[436, 618]","[510, 678]"
[3],Rangatira_20pointKAP23_2021_frame_19325.jpg,[9],[117],[468],[584]
"[1, 1]",Onepoto_20pointKAP20_2020_frame_54785.jpg,"[378, 587]","[1064, 953]","[-12, 595]","[213, 712]"
[3],Rangatira_20pointKAP23_2021_frame_39250.jpg,[599],[771],[212],[423]
"[3, 3]",WP38_frame_90149.jpg,"[809, 1191]","[1833, 1369]","[521, 79]","[892, 166]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_37350.jpg,"[248, 546, 738]","[491, 805, 1154]","[-3, 288, 243]","[107, 531, 655]"
"[3, 3]",PMR12_2012_frame_53556.jpg,"[100, 357]","[253, 474]","[330, 245]","[408, 463]"
"[1, 2]",KPT_017_2021_02_26_frame_30137.jpg,"[541, 688]","[612, 931]","[345, 777]","[502, 861]"
[1],TUH_035_22_09_2020_frame_63236.jpg,[1480],[1603],[736],[789]
[3],PMR74_2021_03_01_frame_38050.jpg,[402],[442],[345],[436]
[3],WP40_frame_42707.jpg,[923],[1044],[478],[552]
"[2, 2]",WP40_frame_39950.jpg,"[1024, 1391]","[1156, 1443]","[432, 854]","[516, 957]"
"[1, 2]",WP40_frame_42347.jpg,"[680, 693]","[930, 890]","[839, 865]","[948, 915]"
"[3, 3]",Green_20canKAP24_2021_frame_44825.jpg,"[57, 297]","[329, 680]","[360, 394]","[489, 639]"
[1],WP40_frame_109630.jpg,[623],[799],[829],[1048]
"[2, 3]",WP38_frame_82477.jpg,"[1158, 1113]","[1242, 1707]","[555, 867]","[812, 1082]"
"[3, 3, 3, 3]",WP54_frame_100159.jpg,"[-50, -23, 106, 716]","[391, 337, 195, 1126]","[245, 154, 148, 339]","[427, 505, 460, 460]"
"[2, 3]",WP38_frame_85354.jpg,"[1785, 1762]","[2013, 1943]","[562, 436]","[726, 696]"
"[1, 1]",KPT_017_2021_02_26_frame_14000.jpg,"[288, 359]","[651, 379]","[625, 53]","[777, 226]"
[3],WP54_frame_106873.jpg,[1588],[1951],[551],[702]
[3],WP38_frame_112147.jpg,[1197],[1425],[163],[279]
[1],PMR74_2021_03_01_frame_39400.jpg,[4],[158],[383],[795]
[1],TUH_035_22_09_2020_frame_66173.jpg,[441],[497],[386],[636]
[2],Onepoto_20pointKAP20_2020_frame_60374.jpg,[261],[375],[744],[847]
"[1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_1862.jpg,"[896, 1170, 1173]","[1106, 1234, 1324]","[750, 35, 27]","[822, 75, 81]"
[3],TUH_035_22_09_2020_frame_81038.jpg,[1591],[1828],[640],[1031]
"[1, 1, 1]",PMR18_2012_frame_50259.jpg,"[150, 258, 394]","[344, 308, 528]","[117, 400, 365]","[195, 531, 479]"
[3],Rangatira_20pointKAP23_2021_frame_20225.jpg,[300],[408],[795],[976]
[3],WP54_frame_88171.jpg,[907],[1207],[638],[888]
"[3, 3]",Rangatira_20pointKAP23_2021_frame_37750.jpg,"[236, 779]","[588, 1122]","[27, 511]","[142, 636]"
[3],WP54_frame_95904.jpg,[681],[871],[311],[686]
[1],WP54_frame_98421.jpg,[799],[841],[568],[625]
"[1, 1, 2]",KPT_017_2021_02_26_frame_29812.jpg,"[712, 842, 6]","[848, 1002, 190]","[888, 816, 706]","[953, 848, 831]"
"[3, 3, 3]",Green_20canKAP24_2021_frame_45775.jpg,"[276, 1142, 1209]","[548, 1279, 1284]","[367, 425, 456]","[720, 942, 1037]"
[2],WP40_frame_41568.jpg,[1147],[1284],[842],[927]
[1],WP54_frame_22477.jpg,[773],[1302],[301],[536]
[2],WP54_frame_100099.jpg,[1160],[1242],[968],[1042]
"[1, 1]",CON30_2012_frame_47772.jpg,"[65, 310]","[224, 454]","[121, 218]","[174, 254]"
"[1, 1, 1, 1, 1, 2]",Rangatira_20pointKAP23_2021_frame_31925.jpg,"[-35, 11, 25, 32, 216, 425]","[181, 151, 787, 164, 467, 488]","[150, 834, 95, 168, 643, 164]","[379, 956, 950, 310, 985, 917]"
[1],KPT_017_2021_02_26_frame_29487.jpg,[461],[672],[119],[370]
[3],Green_20canKAP24_2021_frame_44425.jpg,[206],[530],[357],[446]
"[2, 3]",WP40_frame_108761.jpg,"[1621, 1681]","[1786, 1729]","[513, 538]","[781, 793]"
"[3, 3, 3]",Green_20canKAP24_2021_frame_44650.jpg,"[22, 83, 90]","[213, 239, 227]","[5, 148, 60]","[248, 280, 242]"
[3],WP40_frame_110949.jpg,[1174],[1374],[594],[629]
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_37450.jpg,"[266, 321, 759]","[490, 433, 1165]","[-6, 0, 467]","[114, 110, 699]"
"[1, 1, 1]",TUH_035_22_09_2020_frame_79480.jpg,"[1075, 1081, 1140]","[1188, 1254, 1290]","[765, 770, 782]","[1018, 917, 934]"
"[1, 2]",WP40_frame_39830.jpg,"[1200, 188]","[1271, 330]","[996, 666]","[1094, 834]"
"[1, 1]",DD5_2011_frame_19900.jpg,"[87, 95]","[369, 111]","[22, 72]","[156, 108]"
"[1, 2, 2]",Onepoto_20pointKAP20_2020_frame_62412.jpg,"[1299, 611, 652]","[2240, 742, 794]","[388, 633, 968]","[941, 740, 1035]"
"[1, 1]",CON30_2012_frame_8511.jpg,"[308, 326]","[453, 449]","[171, 213]","[282, 271]"
[3],KPT_017_2021_02_26_frame_29112.jpg,[750],[1017],[841],[990]
"[1, 1]",WP40_frame_84875.jpg,"[724, 863]","[1608, 1270]","[638, 677]","[1047, 1084]"
[1],KPT_017_2021_02_26_frame_21550.jpg,[709],[996],[231],[413]
"[3, 3, 3]",WP54_frame_100279.jpg,"[-37, 629, 684]","[176, 820, 827]","[304, 278, 391]","[497, 679, 675]"
"[2, 3]",WP40_frame_43966.jpg,"[1096, 1127]","[1190, 1589]","[719, 352]","[803, 444]"
"[3, 3, 3]",Green_20canKAP24_2021_frame_44550.jpg,"[9, 16, 322]","[130, 64, 678]","[263, 292, 532]","[663, 568, 572]"
[3],Te_20Oneroa_20BayKAP01_2021_frame_18675.jpg,[298],[1094],[215],[768]
"[2, 3]",WP40_frame_41688.jpg,"[1338, 979]","[1486, 1068]","[801, 754]","[875, 933]"
[1],Onepoto_20pointKAP20_2020_frame_54155.jpg,[456],[1535],[362],[946]
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_20050.jpg,"[333, 360, 813]","[587, 559, 1169]","[510, 461, 285]","[643, 747, 592]"
[3],Rangatira_20pointKAP23_2021_frame_19475.jpg,[980],[1282],[836],[960]
"[3, 3, 3]",Green_20canKAP24_2021_frame_31437.jpg,"[-77, -70, 4]","[218, 211, 580]","[432, 735, 377]","[515, 976, 1070]"
"[1, 1, 1, 2]",DD2_2011_frame_56703.jpg,"[54, 76, 173, 33]","[152, 225, 263, 181]","[141, 427, 98, 162]","[357, 484, 152, 349]"
"[3, 3, 3]",PMR22_2012_frame_34105.jpg,"[59, 65, 503]","[201, 204, 612]","[31, 58, 195]","[124, 100, 384]"
"[3, 3]",Green_20canKAP24_2021_frame_43500.jpg,"[186, 539]","[471, 849]","[51, 840]","[171, 959]"
"[3, 3, 3]",Rangatira_20pointKAP23_2021_frame_39700.jpg,"[20, 832, 886]","[520, 1056, 949]","[155, 793, 805]","[433, 967, 979]"
"[1, 1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19125.jpg,"[0, 5, 986, 1047]","[48, 206, 1294, 1274]","[301, 594, -45, 10]","[420, 951, 129, 94]"
[3],TUH_035_22_09_2020_frame_81577.jpg,[1057],[1138],[431],[633]
[3],Green_20canKAP24_2021_frame_45275.jpg,[1159],[1254],[158],[336]
[1],Onepoto_20pointKAP20_2020_frame_54275.jpg,[749],[1014],[405],[736]
"[2, 3]",WP40_frame_44175.jpg,"[1382, 1226]","[1562, 1269]","[896, 929]","[1006, 1083]"
[1],DD2_2011_frame_41928.jpg,[573],[704],[174],[306]
[1],DD5_2011_frame_48701.jpg,[567],[724],[291],[357]
[3],WP54_frame_98241.jpg,[1141],[1366],[532],[918]
[2],WP54_frame_39680.jpg,[1562],[1687],[761],[840]
[3],Green_20canKAP24_2021_frame_44175.jpg,[426],[606],[831],[964]
[2],WP40_frame_39710.jpg,[1256],[1371],[962],[1020]
[3],Rangatira_20pointKAP23_2021_frame_21025.jpg,[32],[351],[169],[306]
[3],TUH_035_22_09_2020_frame_78221.jpg,[1065],[1222],[714],[950]
[3],Green_20canKAP24_2021_frame_22200.jpg,[-3],[244],[672],[860]
"[3, 3]",Green_20canKAP24_2021_frame_43875.jpg,"[-15, 674]","[276, 1111]","[258, 817]","[362, 963]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19225.jpg,"[3, 701, 1100]","[62, 1108, 1280]","[297, 731, 1]","[437, 961, 96]"
[2],Onepoto_20pointKAP20_2020_frame_61603.jpg,[1483],[1610],[551],[662]
"[2, 3, 3]",WP38_frame_85474.jpg,"[1549, 1449, 1494]","[1956, 2008, 1937]","[530, 571, 771]","[875, 891, 943]"
[3],Rangatira_20pointKAP23_2021_frame_26125.jpg,[439],[636],[682],[970]
"[3, 3]",WP54_frame_86073.jpg,"[976, 1731]","[1273, 1941]","[540, 335]","[810, 598]"
[3],WP40_frame_31918.jpg,[1173],[1269],[719],[778]
[1],WP54_frame_3506.jpg,[217],[334],[-9],[83]
"[1, 1]",Green_20canKAP24_2021_frame_10812.jpg,"[54, 133]","[131, 254]","[413, 110]","[832, 300]"
[3],WP38_frame_94225.jpg,[1240],[1358],[341],[515]
"[1, 2]",PMR22_2012_frame_10339.jpg,"[325, 327]","[401, 407]","[42, 37]","[229, 229]"
[3],Rangatira_20pointKAP23_2021_frame_19375.jpg,[167],[458],[756],[956]
"[1, 1, 1]",WP40_frame_42527.jpg,"[924, 1100, 1159]","[1036, 1220, 1271]","[524, 898, 367]","[622, 1051, 413]"
[3],WP54_frame_80439.jpg,[1344],[1824],[253],[455]
"[1, 2]",Onepoto_20pointKAP20_2020_frame_60254.jpg,"[168, 447]","[1041, 594]","[32, 754]","[349, 842]"
"[3, 3]",WP54_frame_100459.jpg,"[6, 738]","[390, 1150]","[135, 686]","[437, 854]"
[3],PMR74_2021_03_01_frame_38812.jpg,[912],[944],[620],[753]
[3],WP40_frame_19480.jpg,[1048],[1130],[517],[574]
[3],WP40_frame_109990.jpg,[1062],[1265],[754],[958]
[3],WP40_frame_44235.jpg,[1010],[1202],[443],[574]
"[2, 3]",WP54_frame_87272.jpg,"[1727, 610]","[1956, 798]","[18, 498]","[304, 821]"
"[1, 1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_38625.jpg,"[340, 654, 704, 1113]","[1184, 935, 776, 1269]","[111, 173, 698, 150]","[875, 303, 864, 631]"
[2],WP40_frame_44295.jpg,[1198],[1413],[878],[1069]
[3],TUH_035_22_09_2020_frame_60539.jpg,[1682],[1958],[563],[952]
"[1, 2]",Onepoto_20pointKAP20_2020_frame_53076.jpg,"[974, 771]","[1324, 968]","[3, 617]","[148, 664]"
"[1, 1, 1, 1, 2]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_15100.jpg,"[32, 62, 407, 800, 62]","[1261, 168, 648, 1102, 147]","[45, 311, 407, 96, 65]","[847, 432, 549, 559, 102]"
[3],WP54_frame_84995.jpg,[1249],[1626],[408],[652]
"[1, 1]",EE16_2011_frame_35844.jpg,"[288, 649]","[405, 709]","[180, 289]","[310, 457]"
[3],Rangatira_20pointKAP23_2021_frame_26350.jpg,[202],[540],[849],[949]
[3],PMR74_2021_03_01_frame_4550.jpg,[704],[928],[265],[384]
[1],KPT_017_2021_02_26_frame_45700.jpg,[662],[1086],[428],[586]
[3],Rangatira_20pointKAP23_2021_frame_18850.jpg,[131],[288],[142],[388]
[3],WP54_frame_84575.jpg,[576],[911],[680],[957]
[3],WP38_frame_86013.jpg,[1562],[1788],[659],[793]
"[1, 1]",WP40_frame_42407.jpg,"[562, 971]","[1429, 1023]","[532, 575]","[760, 632]"
[3],WP40_frame_38211.jpg,[345],[519],[606],[711]
"[1, 1]",WP54_frame_97042.jpg,"[609, 1098]","[668, 1428]","[432, 594]","[534, 737]"
[1],Rangatira_20pointKAP23_2021_frame_37600.jpg,[266],[470],[1],[121]
"[1, 2]",Rangatira_20pointKAP23_2021_frame_39300.jpg,"[223, 204]","[557, 581]","[10, 395]","[189, 668]"
"[3, 3]",WP54_frame_97222.jpg,"[1080, 1365]","[1269, 1711]","[534, 667]","[845, 961]"
[3],WP38_frame_79480.jpg,[1178],[1312],[557],[895]
[3],WP54_frame_79840.jpg,[569],[860],[185],[618]
"[1, 2, 2]",CON28_2012_frame_48551.jpg,"[374, 273, 379]","[439, 320, 423]","[173, 161, 175]","[337, 328, 336]"
[3],PMR74_2021_03_01_frame_5775.jpg,[385],[496],[63],[142]
"[1, 1]",Onepoto_20pointKAP20_2020_frame_60824.jpg,"[383, 660]","[576, 1141]","[1003, 386]","[1061, 609]"
[1],TUH_035_22_09_2020_frame_78401.jpg,[891],[1059],[986],[1085]
[1],DD5_2011_frame_42917.jpg,[186],[257],[406],[461]
"[1, 2]",WP38_frame_11688.jpg,"[838, 838]","[969, 961]","[360, 374]","[421, 420]"
"[1, 1]",WP40_frame_112687.jpg,"[535, 1312]","[582, 1423]","[835, 680]","[940, 792]"
[1],WP54_frame_34525.jpg,[840],[1218],[349],[510]
"[1, 2]",WP38_frame_77382.jpg,"[550, 532]","[755, 799]","[94, 83]","[289, 293]"
[3],Onepoto_20pointKAP20_2020_frame_55234.jpg,[443],[1000],[7],[153]
[3],TUH_035_22_09_2020_frame_78940.jpg,[1330],[1545],[366],[549]
[3],WP40_frame_108371.jpg,[553],[730],[260],[346]
"[2, 3]",WP40_frame_44025.jpg,"[1270, 1268]","[1388, 1361]","[927, 942]","[1073, 1051]"
"[3, 3]",CON30_2012_frame_56433.jpg,"[158, 243]","[217, 406]","[0, 61]","[43, 191]"
[3],Rangatira_20pointKAP23_2021_frame_38625.jpg,[-15],[242],[792],[985]
"[2, 3]",WP40_frame_42047.jpg,"[1410, 1417]","[1465, 1486]","[772, 806]","[941, 925]"
[3],WP54_frame_88051.jpg,[990],[1337],[624],[817]
[2],WP38_frame_69890.jpg,[1223],[1313],[395],[487]
"[2, 3]",WP40_frame_39050.jpg,"[1222, 1227]","[1294, 1295]","[916, 908]","[977, 990]"
"[1, 1]",WP40_frame_96743.jpg,"[1034, 1743]","[1449, 1830]","[794, 803]","[1003, 941]"
[1],Onepoto_20pointKAP20_2020_frame_60134.jpg,[1123],[1857],[251],[502]
"[1, 1]",DD5_2011_frame_51098.jpg,"[376, 409]","[500, 459]","[330, 351]","[445, 450]"
[3],WP40_frame_43126.jpg,[0],[81],[793],[882]
[3],Green_20canKAP24_2021_frame_45250.jpg,[1111],[1228],[3],[161]
"[3, 3, 3]",WP54_frame_87812.jpg,"[639, 772, 1519]","[1153, 965, 1851]","[263, 425, 917]","[802, 776, 1070]"
"[2, 3, 3, 3]",WP40_frame_108311.jpg,"[1168, 91, 150, 697]","[1406, 201, 454, 874]","[712, 783, 690, 259]","[793, 1119, 1237, 379]"
"[1, 1]",Rangatira_20pointKAP23_2021_frame_21175.jpg,"[2, 312]","[250, 616]","[501, 355]","[801, 720]"
[2],WP40_frame_115324.jpg,[599],[797],[506],[537]
"[3, 3]",Green_20canKAP24_2021_frame_38012.jpg,"[670, 1124]","[856, 1272]","[597, 286]","[904, 639]"
"[2, 3, 3, 3, 3]",WP54_frame_97882.jpg,"[1551, 990, 1504, 1645, 1662]","[1947, 1147, 1668, 2089, 1916]","[33, 628, 576, 867, 875]","[334, 1002, 871, 1292, 1106]"
[2],Onepoto_20pointKAP20_2020_frame_61423.jpg,[777],[1519],[91],[474]
[1],Onepoto_20pointKAP20_2020_frame_54305.jpg,[780],[1053],[343],[773]
[2],WP38_frame_107952.jpg,[1424],[1481],[287],[355]
[3],WP40_frame_60839.jpg,[1153],[1224],[682],[816]
"[1, 1]",Rangatira_20pointKAP23_2021_frame_19950.jpg,"[367, 389]","[554, 484]","[641, 645]","[985, 919]"
"[1, 1]",CON30_2012_frame_57422.jpg,"[328, 568]","[429, 676]","[409, 151]","[478, 289]"
"[1, 1]",KPT_017_2021_02_26_frame_30312.jpg,"[542, 788]","[606, 905]","[544, 792]","[707, 944]"
"[1, 1]",EE13_2011_frame_24185.jpg,"[463, 497]","[585, 510]","[43, 90]","[212, 127]"
"[1, 1, 2]",KPT_017_2021_02_26_frame_28575.jpg,"[756, 847, 778]","[892, 1001, 894]","[460, 186, 784]","[627, 247, 951]"
"[1, 1, 2]",KPT_017_2021_02_26_frame_36750.jpg,"[784, 798, 454]","[1049, 971, 598]","[481, 187, 570]","[567, 294, 705]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19775.jpg,"[192, 295, 821]","[388, 371, 1180]","[778, 807, 232]","[957, 931, 520]"
[1],WP54_frame_98781.jpg,[178],[342],[1028],[1090]
"[1, 1, 1, 1]",WP38_frame_82237.jpg,"[1263, 1291, 1683, 1722]","[1362, 1497, 1796, 1913]","[835, 616, 228, 815]","[905, 797, 360, 1041]"
"[3, 3]",WP38_frame_86073.jpg,"[1276, 1342]","[1478, 1451]","[668, 725]","[883, 858]"
[3],WP40_frame_111308.jpg,[940],[1066],[428],[502]
[3],Onepoto_20pointKAP20_2020_frame_53796.jpg,[756],[875],[721],[825]
[3],WP54_frame_72767.jpg,[897],[1323],[598],[784]
"[1, 1]",Rangatira_20pointKAP23_2021_frame_19400.jpg,"[504, 626]","[1046, 1082]","[756, 717]","[952, 851]"
